trade_date,dual_thrust,rbreaker_s03,dual_thrust_dir,rbreaker_dir,dual_active,rbreaker_active,same_direction,opposite_direction,month
2020-01-06,0.0,0.0071464033732142,0,1,False,True,False,False,2020-01
2020-01-07,0.0,0.0033183031700605,0,1,False,True,False,False,2020-01
2020-01-08,0.0,0.001592320898477,0,-1,False,True,False,False,2020-01
2020-01-09,0.0,0.0008063248669221,0,1,False,True,False,False,2020-01
2020-01-10,-0.0021479296630113,-0.0016520945648657,-1,-1,True,True,True,False,2020-01
2020-01-11,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-12,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-13,0.0054075076722412,0.0075756028484674,1,1,True,True,True,False,2020-01
2020-01-14,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-15,-0.0073598859788801,-0.0058456934398518,-1,-1,True,True,True,False,2020-01
2020-01-16,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-17,0.0020983401721792,0.0020983401721792,-1,-1,True,True,True,False,2020-01
2020-01-18,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-19,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-20,0.007508303509577,0.006555302112452,1,1,True,True,True,False,2020-01
2020-01-21,0.0033525591764697,0.0007095453321569,-1,-1,True,True,True,False,2020-01
2020-01-22,-0.0154586984352529,-0.0154586984352529,-1,-1,True,True,True,False,2020-01
2020-01-23,-0.0314522552387874,0.0139664273228823,1,-1,True,True,False,True,2020-01
2020-01-24,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-25,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-26,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-27,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-28,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-29,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-30,0.0,0.0,0,0,False,False,False,False,2020-01
2020-01-31,0.0,0.0,0,0,False,False,False,False,2020-01
2020-02-01,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-02,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-03,0.0,-0.0036074047338259,0,-1,False,True,False,False,2020-02
2020-02-04,0.0257765442305419,0.0257765442305419,1,1,True,True,True,False,2020-02
2020-02-05,0.0,-0.0039382186130686,0,1,False,True,False,False,2020-02
2020-02-06,0.0,0.0144260966467428,0,1,False,True,False,False,2020-02
2020-02-07,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-08,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-09,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-10,0.0,0.0038630857150967,0,1,False,True,False,False,2020-02
2020-02-11,0.0,-0.0028261590999112,0,-1,False,True,False,False,2020-02
2020-02-12,0.0101587569222338,0.0183540818621088,1,1,True,True,True,False,2020-02
2020-02-13,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-14,-0.0054825514108663,-0.0054825514108663,1,1,True,True,True,False,2020-02
2020-02-15,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-16,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-17,0.0214118376627852,0.0214118376627852,1,1,True,True,True,False,2020-02
2020-02-18,0.0072515521244755,0.0082831500576927,1,1,True,True,True,False,2020-02
2020-02-19,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-20,0.0022046172666672,-0.0240405343529308,1,-1,True,True,False,True,2020-02
2020-02-21,0.0006654298757169,0.0054665938431943,1,1,True,True,True,False,2020-02
2020-02-22,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-23,0.0,0.0,0,0,False,False,False,False,2020-02
2020-02-24,0.0029551766733018,0.0084792425484243,1,1,True,True,True,False,2020-02
2020-02-25,0.0102253166913584,0.0075467660313703,1,1,True,True,True,False,2020-02
2020-02-26,-0.0040341304852566,0.0,-1,0,True,False,False,False,2020-02
2020-02-27,-0.0103289294381789,-0.0103289294381789,-1,-1,True,True,True,False,2020-02
2020-02-28,-0.0323783094330171,0.0169511956243313,1,-1,True,True,False,True,2020-02
2020-02-29,0.0,0.0,0,0,False,False,False,False,2020-02
2020-03-01,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-02,0.0084099083410773,0.0123383961742022,1,1,True,True,True,False,2020-03
2020-03-03,0.0,-0.0151536127275707,0,1,False,True,False,False,2020-03
2020-03-04,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-05,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-06,-0.0044621483727537,3.968065012771582e-05,1,1,True,True,True,False,2020-03
2020-03-07,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-08,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-09,0.0101866044597271,0.0184415525425268,-1,-1,True,True,True,False,2020-03
2020-03-10,0.0270148469821409,-0.048456227355915,1,-1,True,True,False,True,2020-03
2020-03-11,0.0008836413850671,0.0,-1,0,True,False,False,False,2020-03
2020-03-12,-0.0095184223728379,-0.0008578877268645,-1,-1,True,True,True,False,2020-03
2020-03-13,0.02956248765631,0.0152297618417163,1,1,True,True,True,False,2020-03
2020-03-14,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-15,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-16,0.0373201140940852,0.0275199286088159,-1,-1,True,True,True,False,2020-03
2020-03-17,-0.016363095613616,-0.0204446165706901,-1,-1,True,True,True,False,2020-03
2020-03-18,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-19,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-20,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-21,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-22,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-23,0.0,0.0160928646970959,0,-1,False,True,False,False,2020-03
2020-03-24,-0.0137090407903768,-0.0183996568897499,-1,-1,True,True,True,False,2020-03
2020-03-25,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-26,0.0,-0.0089356389619358,0,1,False,True,False,False,2020-03
2020-03-27,0.0064722430372864,0.0086812525985763,-1,-1,True,True,True,False,2020-03
2020-03-28,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-29,0.0,0.0,0,0,False,False,False,False,2020-03
2020-03-30,-0.0050918500697971,0.0015434716864225,-1,-1,True,True,True,False,2020-03
2020-03-31,0.0,0.0,0,0,False,False,False,False,2020-03
2020-04-01,-0.0137967945696926,-0.0092542977523965,1,1,True,True,True,False,2020-04
2020-04-02,0.0177200790749556,0.0171434353097004,1,1,True,True,True,False,2020-04
2020-04-03,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-04,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-05,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-06,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-07,0.0076430098158488,0.0135751361788689,1,1,True,True,True,False,2020-04
2020-04-08,0.0,-0.0016201931647772,0,1,False,True,False,False,2020-04
2020-04-09,0.0,0.0015701549381113,0,1,False,True,False,False,2020-04
2020-04-10,0.0097809172881093,0.0204593271841844,-1,-1,True,True,True,False,2020-04
2020-04-11,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-12,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-13,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-14,0.005068955826913,0.0091587637354835,1,1,True,True,True,False,2020-04
2020-04-15,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-16,0.0027306108158227,0.0043846431749889,1,1,True,True,True,False,2020-04
2020-04-17,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-18,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-19,0.0,0.0,0,0,False,False,False,False,2020-04
2020-04-20,-0.0040554814801987,-0.0403913689638851,-1,1,True,True,False,True,2020-04
2020-04-21,-0.006992640886793,-0.005178856052886,-1,-1,True,True,True,False,2020-04
2020-04-22,0.0103709204734152,0.0084199515792171,1,1,True,True,True,False,2020-04
